,list1,list2
1963,/questions/53232472/smart-way-to-reuse-code-for-creating-and-updating-entity,Smart way to reuse code for creating and updating entity?
1964,/questions/53232432/iteratively-adding-item-in-separate-js-file-to-an-html-ejs-table-in-rows-using,Iteratively Adding Item in separate JS file to an HTML/EJS table in rows - Using NodeJS
1965,/questions/53232243/logout-of-all-devices-nodejs-and-angular-6,"Logout of all devices, NodeJS and Angular 6"
1966,/questions/53232219/struggling-to-construct-sequelize-attribute,Struggling to construct Sequelize attribute
1967,/questions/53232189/how-should-my-node-express-restful-api-should-return-database-errors-to-the-clie,How should my node/express RESTful API should return database errors to the clients?
1968,/questions/53232102/how-do-i-adjust-electron-vue-and-babel-to-allow-the-use-of-extends,How do I adjust electron-vue and babel to allow the use of extends
1969,/questions/53232029/html-pdf-screen-scaling-is-not-consistent,HTML-PDF screen scaling is not consistent
1970,/questions/53231978/how-to-run-two-app-project-within-just-one,How to run two app / project within just one?
1971,/questions/53231876/converting-v8-objects-to-pointers,Converting V8 objects to pointers
1972,/questions/53231829/steam-tradeoffer-manager-events-not-firing,Steam tradeoffer manager events not firing
1973,/questions/53231699/converting-png-to-tensor-tensorflow-js,Converting png to Tensor tensorflow.js
1974,https://security.stackexchange.com/questions/197786/public-api-with-authorization-token-is-it-possible-to-protect-the-demo-token,"
                    Public API with authorization token -- is it possible to protect the demo token?
                "
1975,https://ell.stackexchange.com/questions/185849/what-does-bite-down-on-a-smile-mean,"
                    What does ""bite down on a smile"" mean?
                "
1976,https://retrocomputing.stackexchange.com/questions/8291/simplest-system-to-create-an-emulator-for,"
                    Simplest system to create an emulator for
                "
1977,https://workplace.stackexchange.com/questions/122575/is-it-ethical-to-use-knowledge-in-main-job-for-side-gig,"
                    Is it ethical to use knowledge in main job for side gig?
                "
1978,https://stats.stackexchange.com/questions/376920/the-book-of-why-by-judea-pearl-why-is-he-bashing-statistics,"
                    The Book of Why by Judea Pearl: Why is he bashing statistics?
                "
1979,https://physics.stackexchange.com/questions/441019/why-do-bikes-hardly-ever-skid-while-braking-with-the-front-wheel,"
                    Why do bikes hardly ever skid while braking with the front wheel?
                "
1980,https://travel.stackexchange.com/questions/125816/roads-in-switzerland-in-december,"
                    Roads in Switzerland in December
                "
1981,https://outdoors.stackexchange.com/questions/21063/can-a-van-be-used-for-sleeping-in-national-park-campgrounds-in-the-us,"
                    Can a van be used for sleeping in National Park campgrounds in the US?
                "
1982,https://codegolf.stackexchange.com/questions/176010/strange-addition,"
                    Strange Addition
                "
1983,https://chemistry.stackexchange.com/questions/104408/gaseous-metals,"
                    Gaseous metals?
                "
1984,https://salesforce.stackexchange.com/questions/239636/how-to-delete-all-debug-apex-logs,"
                    How to Delete All Debug Apex logs
                "
1985,https://salesforce.stackexchange.com/questions/239645/how-to-clear-delete-published-platform-event-from-eventbus-after-sometime,"
                    How to clear/delete published Platform event from EventBus after sometime?
                "
1986,https://academia.stackexchange.com/questions/120176/potential-consequences-of-providing-voluntary-work-for-a-team-ive-been-forced-t,"
                    Potential consequences of providing voluntary work for a team I've been forced to leave
                "
1987,https://codegolf.stackexchange.com/questions/175978/sort-by-largest-digits,"
                    Sort by Largest Digit(s)
                "
1988,https://superuser.com/questions/1375854/how-is-graphics-ram-different-from-system-ram,"
                    How is graphics RAM different from system RAM?
                "
1989,https://electronics.stackexchange.com/questions/406925/necessity-of-external-watchdog-timer,"
                    Necessity of External Watchdog Timer
                "
1990,https://worldbuilding.stackexchange.com/questions/130267/how-to-make-slimes-a-formidable-enemy,"
                    How to make slimes a formidable enemy?
                "
1991,https://worldbuilding.stackexchange.com/questions/130460/what-gas-can-i-use-to-incapacitate-pesky-heroes,"
                    What gas can I use to incapacitate pesky heroes?
                "
1992,https://retrocomputing.stackexchange.com/questions/8289/what-init-system-was-used-in-early-linux-distributions,"
                    What init system was used in early Linux distributions?
                "
1993,https://academia.stackexchange.com/questions/120169/receiving-gift-from-student-before-grading-msc-thesis-is-it-ethical,"
                    Receiving gift from student before grading MSc thesis. Is it ethical?
                "
1994,https://codereview.stackexchange.com/questions/207818/string-encoder-with-lower-case-output,"
                    String Encoder with lower-case output
                "
1995,https://rpg.stackexchange.com/questions/135708/is-there-a-way-for-an-arcane-caster-to-learn-produce-flame,"
                    Is there a way for an arcane caster to learn Produce Flame?
                "
1996,https://writing.stackexchange.com/questions/40102/how-to-avoid-mentioning-the-name-of-a-character,"
                    How to avoid mentioning the name of a character?
                "
1997,https://rpg.stackexchange.com/questions/135692/how-to-avoid-railroading-in-sci-fi-campaigns,"
                    How to avoid railroading in sci-fi campaigns
                "
1998,/questions/53231680/simple-counter-using-dialogflow-conv-data-or-conv-user-storage,Simple Counter using Dialogflow Conv.Data or Conv.User.Storage
1999,/questions/53231608/npm-version-bash-usr-bin-npm-no-such-file-or-directory,npm version -bash: /usr/bin/npm: No such file or directory
2000,/questions/53231564/querystring-qs-module-is-not-parsing-in-nodejs,querystring (qs) module is not parsing in nodejs?
2001,/questions/53231511/database-connection-errors-with-docker-compose-postgres-sequelize,Database connection errors with docker-compose POSTGRES & SEQUELIZE
2002,/questions/53231435/openlayers-map-tiles-are-not-initially-loaded-in-single-page-app,Openlayers map tiles are not initially loaded in single page app
2003,/questions/53231178/ngrok-callback-url-validation-falied,ngrok callback URL validation falied
2004,/questions/53231159/is-there-any-difference-between-electron-built-in-module-and-the-one-installed-w,Is there any difference between Electron built-in module and the one installed with npm? How to access to the electron object from other modules?
2005,/questions/53231143/python-equivalent-of-nodejs-aes-256-ctr-algorithm,Python equivalent of NodeJS AES 256 CTR algorithm
2006,/questions/53231098/deploying-a-node-app-in-a-subdirectory-on-aws-elastic-beanstalk,Deploying a Node app in a subdirectory on AWS Elastic Beanstalk
2007,/questions/53230997/how-to-insert-edit-multiple-checkbox-in-nodejs,How to insert edit multiple checkbox in nodejs
2008,/questions/53230858/websocket-is-already-in-closing-or-closed-state-socket-io,WebSocket is already in CLOSING or CLOSED state Socket io
2009,/questions/53230742/atom-create-new-file-using-api-in-specific-directory,Atom Create New File using API in Specific Directory
2010,/questions/53230636/mongoose-bodyparser-find-and-filter-to-1-result,Mongoose->BodyParser Find and Filter to 1 Result
2011,/questions/53230551/how-can-i-fix-error-in-vagrant-installing-react-app,How can I fix error in vagrant installing react app?
2012,/questions/53230364/reference-managed-ssl-from-google-cloud-in-nodejs-server,Reference Managed SSL from Google Cloud in NodeJS Server
2013,/questions/53230332/injecting-mocks-in-nestjs-application-for-contract-testing,Injecting Mocks in NestJS Application for Contract Testing
2014,/questions/53230210/secondary-bar-with-chart-js,Secondary bar with chart.js
2015,/questions/53230151/how-do-i-print-the-call-stack-size-for-a-nodejs-program,How do I print the call stack size for a nodejs program
2016,/questions/53229992/dialogflow-missing-parameters-value-in-my-weebhook,Dialogflow missing parameters value in my weebhook
2017,/questions/53229981/plot-json-data-into-an-html,Plot JSON data into an html
2018,/questions/53229911/post-query-freeze-node-express-postman,"POST query freeze (Node, Express, Postman)"
2019,/questions/53229886/how-to-set-more-than-one-cookie-with-azure-functions,How to set more than one cookie with Azure Functions?
2020,/questions/53229764/nodejs-windows-10-geolocation-module-throws-error-in-electron-when-the-app-start,NodeJS Windows 10 geolocation module throws error in electron when the app starts
2021,/questions/53229711/how-to-make-electron-desktop-application-with-local-mysql-database-graphql,how to make electron desktop application with local mysql database & graphql [closed]
2022,/questions/53229625/twilio-function-to-send-voicemail-or-recording-to-email,Twilio Function to send VoiceMail or Recording to Email
2023,/questions/53229493/how-to-insert-multiple-items-items-at-the-same-time-into-a-mongodb-collection,How to insert multiple items items at the same time into a MongoDB collection?
2024,/questions/53229421/angular-6-error-calendar-component-has-no-exported-member-calendarcomponent,Angular 6 Error… calendar.component has no exported member 'CalendarComponent'
2025,/questions/53229357/vue-js-over-electron-on-an-existing-application,Vue.js over electron on an existing application
2026,/questions/53229347/nodejs-maintaining-amqplib-connection-pool,NodeJS maintaining amqplib connection pool
2027,/questions/53229309/req-query-is-not-working-in-http-createserver-in-nodejs,req.query is not working in Http.createserver in nodejs?
2028,/questions/53229186/parse-java-offsetdatetime-to-js-date,Parse Java OffsetDateTime to JS Date
2029,/questions/53229054/include-in-git-repo-but-not-in-npm-package,"include in git repo, but not in npm package"
2030,/questions/53229019/in-node-js-setting-status-to-404-reponds-with-a-304-instead,In Node.js setting status to 404 reponds with a 304 instead
2031,/questions/53228980/validate-route-from-asp-net-web-api,Validate route from asp.net web api
2032,/questions/53228966/how-to-add-email-verification-functionality-for-a-node-app,How to add email Verification functionality for a node app?
2033,/questions/53228930/update-fields-dynamically-in-postgres-without-using-the-operator,Update fields dynamically in postgres without using the || operator
2034,/questions/53228869/error-dpi-1047-64-bit-oracle-client-library-cannot-be-loaded,Error: DPI-1047: 64-bit Oracle Client library cannot be loaded
2035,/questions/53228730/mongoose-plugin-integration-test,Mongoose Plugin Integration Test
2036,/questions/53228609/nodejs-undefined-typeerror-where-am-i-going-wrong,"NodeJS Undefined TypeError, where am I going wrong?"
2037,/questions/53228423/requiring-modules-from-inside-imported-classes,Requiring modules from inside imported classes
2038,/questions/53228382/node-scheduler-error-after-implement-test,Node-scheduler error after implement test
2039,/questions/53228264/buffer-from-arraybuffer-with-memory-copy,Buffer from ArrayBuffer with memory copy
2040,/questions/53228127/hide-google-maps-api-key-in-node-js,Hide Google Maps API key in Node.js
2041,/questions/53227462/nginx-https-using-aws-acm-on-node-js-server-behind-elb,Nginx HTTPS using AWS ACM on Node.js server behind ELB
2042,/questions/53227286/node-router-cant-get-data-from-sequelize-using-async-await,Node router can't get data from Sequelize using async await
2043,/questions/53227215/cant-call-object-properly-with-promises,Can't call object properly with promises
2044,/questions/53227209/pass-a-sequelize-model-as-property-in-node-using-typescript,Pass a Sequelize model as property in Node using Typescript
2045,/questions/53227152/electron-require-modules-due-to-diffrent-working-directory-while-runtime-intell,Electron require modules: due to diffrent working directory while runtime intellisense is not working
2046,/questions/53226995/how-to-use-caching-with-the-riot-lol-api-npm-package,How to use caching with the riot-lol-api npm package?
2047,/questions/53226894/how-to-configure-nginx-for-two-static-folder,How to configure nginx for two static folder
2048,https://mathoverflow.net/questions/315374/sum-of-the-reciprocals-of-radicals,"
                    Sum of the reciprocals of radicals
                "
2049,https://ell.stackexchange.com/questions/185817/does-one-call-regular-men-sir-in-the-uk,"
                    Does one call ""'regular"" men ""Sir"" in the UK?
                "
2050,https://puzzling.stackexchange.com/questions/75321/a-riddle-by-the-sphinx,"
                    A Riddle By the Sphinx
                "
2051,https://arduino.stackexchange.com/questions/57925/generated-frequency-is-not-as-expected,"
                    Generated frequency is not as expected
                "
2052,https://skeptics.stackexchange.com/questions/42804/are-most-cases-of-polio-caused-by-polio-vaccine,"
                    Are most cases of polio caused by polio vaccine?
                "
2053,https://academia.stackexchange.com/questions/120109/does-country-of-author-influence-the-rejection-of-research-paper,"
                    Does country of author influence the rejection of research paper
                "
2054,https://sitecore.stackexchange.com/questions/14967/should-habitat-be-used-as-a-starter-kit,"
                    Should Habitat be used as a starter kit?
                "
2055,https://music.stackexchange.com/questions/76563/what-is-the-mark-that-looks-like-a-slur-but-with-straight-lines-not-curved,"
                    What is the mark that looks like a slur but with straight lines, not curved
                "
2056,https://workplace.stackexchange.com/questions/122891/should-i-say-anything-bad-about-candidates-wholl-be-replacing-me,"
                    Should I say anything 'bad' about candidate(s) who'll be replacing me?
                "
2057,https://rpg.stackexchange.com/questions/135645/how-would-something-passing-through-an-illusion-of-fog-or-mist-reveal-it-to-be-i,"
                    How would something passing through an illusion of fog or mist reveal it to be illusory?
                "
2058,https://travel.stackexchange.com/questions/125721/what-are-these-stamps-in-my-passport-after-i-was-advised-to-divert-via-the-uk-bu,"
                    What are these stamps in my passport after I was advised to divert via the UK but didn't have a visa?
                "
2059,https://academia.stackexchange.com/questions/120176/potential-consequences-of-providing-voluntary-work-for-a-team-ive-been-forced-t,"
                    Potential consequences of providing voluntary work for a team I've been forced to leave
                "
2060,https://diy.stackexchange.com/questions/150726/floor-joist-cracked,"
                    Floor Joist Cracked
                "
2061,https://unix.stackexchange.com/questions/482032/date-command-gives-wrong-week-number-for-dec-31,"
                    Date Command Gives Wrong Week Number for Dec 31
                "
2062,https://scifi.stackexchange.com/questions/198735/heinlein-works-where-slide-rule-is-used-to-calculate-navigation-in-space,"
                    Heinlein works where slide rule is used to calculate navigation in space
                "
2063,https://aviation.stackexchange.com/questions/57162/are-taxiways-numbered-in-a-predictable-order,"
                    Are taxiways numbered in a predictable order?
                "
2064,https://english.stackexchange.com/questions/473129/is-i-an-alphabet-or-a-letter,"
                    Is ""I"" an alphabet or a letter?
                "
2065,https://electronics.stackexchange.com/questions/406925/necessity-of-external-watchdog-timer,"
                    Necessity of External Watchdog Timer
                "
2066,https://security.stackexchange.com/questions/197732/roles-to-play-when-tailgaiting-into-a-residential-building,"
                    Roles to play when tailgaiting into a residential building
                "
2067,https://workplace.stackexchange.com/questions/122643/making-a-job-offer-to-a-candidate-while-privately-advising-them-to-decline,"
                    Making a job offer to a candidate while privately advising them to decline
                "
2068,https://stackoverflow.com/questions/53340689/question-about-converting-void-to-int-in-c,"
                    Question about converting `void *` to `int` in C
                "
2069,https://codegolf.stackexchange.com/questions/176048/quaternion-square-root,"
                    Quaternion square root
                "
2070,https://codereview.stackexchange.com/questions/207708/own-implementation-of-lazyt-object,"
                    Own implementation of Lazy<T> object
                "
2071,https://worldbuilding.stackexchange.com/questions/130384/how-can-i-prevent-a-human-sacrifice-from-dying-before-a-ritual-is-complete,"
                    How can I prevent a human sacrifice from dying before a ritual is complete?
                "
2072,/questions/53226817/nodejs-mongodb-find-performance-issue,Nodejs Mongodb find performance issue
2073,/questions/53226751/creating-a-new-object-from-a-buffer,Creating a new Object from a Buffer
2074,/questions/53226750/nodejs-v8-12-0-x64-for-loop-unexpected-results,NodeJS v8.12.0-x64 FOR LOOP unexpected results
2075,/questions/53226703/error-propagation-in-chained-promise-not-working-as-expected,Error propagation in chained Promise not working as expected
2076,/questions/53226665/how-to-input-declared-variable-in-js-into-mssql-query-in-node-js,How to input declared variable in js into mssql query in node.js?
2077,/questions/53226595/streaming-audio-in-node-js-with-content-range,Streaming audio in Node.js with Content-Range
2078,/questions/53226594/firestore-deadlineexceeded-exception-for-big-collections,Firestore DeadlineExceeded exception for big collections
2079,/questions/53226581/can-nodejs-worker-threads-be-used-for-executing-long-running-file-i-o-based-java,Can nodejs worker threads be used for executing long running file I/O based javascript code?
2080,/questions/53226469/http-post-firebase-cloud-function-access-control-allow-origin-error,HTTP POST Firebase Cloud Function “Access-Control-Allow-Origin” error
2081,/questions/53226334/how-to-get-the-list-of-versions-from-an-array-after-the-specific-version-using-n,How to get the list of versions from an array after the specific version using Node JS Code?
2082,/questions/53226006/how-to-update-quantity-in-odoo-erp-using-odoo-xmlrpc-library,how to update quantity in Odoo-erp using odoo-xmlrpc library?
2083,/questions/53225997/javascript-callbacks-and-stack-overflow,Javascript callbacks and stack overflow
2084,/questions/53225798/cant-access-data-from-api-request-even-though-console-log-shows-it-exists-async,Cant access data from API request even though console.log shows it exists (ASYNC)
2085,/questions/53225647/why-does-node-js-install-two-node-modules-folders,Why does node.js install two 'node_modules' folders?
2086,/questions/53225644/implementing-mosquitto-conf-bridge-in-nodejs,implementing mosquitto.conf (bridge) in nodejs
2087,/questions/53225528/node-js-priority-processing,Node js priority processing
2088,/questions/53225370/graphql-apollo-server-directives-leading-to-schema-error,GraphQL / Apollo Server Directives leading to schema error
2089,/questions/53225283/how-to-split-text-depending-on-word-count,How to split text depending on word count
2090,/questions/53225220/save-transaction-in-hyperledger-chaincode-or-mongo,Save transaction in hyperledger chaincode or mongo
2091,/questions/53225181/nextjs-express-passport-req-user-is-undefined,Nextjs + Express + Passport; Req.user is undefined
2092,/questions/53224977/mongodb-3-tables-design-denormalized-how-to-pull-and-push,"MongoDB 3 tables design, Denormalized, how to pull and push"
2093,/questions/53224865/how-to-get-web-site-domain-name-on-img-request-from-my-server,How to get web site domain name on img request from my server?
2094,/questions/53224802/post-javascript-generated-base64-image-to-different-page,POST javascript generated base64 image to different page
2095,/questions/53224585/binding-click-event-to-a-input-element,Binding click event to a input element
2096,/questions/53224535/running-a-nodejs-process-with-forever-monitor-on-development-server,running a NodeJS process with forever-monitor on development server
2097,/questions/53224352/find-out-which-environment-variables-my-node-project-is-using,Find out which environment variables my node project is using?
2098,/questions/53224116/nodejs-performance-hooks-crash-when-calling-performance-getentriesbytype,"Nodejs, performance hooks crash when calling performance.getEntriesByType"
2099,/questions/53224087/how-to-get-query-string-without-js,How to get Query string without JS?
2100,/questions/53224056/session-not-persisting-when-using-secure-cookie-in-nodejs-with-express-session,session not persisting when using secure cookie in NodeJS with express-session
2101,/questions/53224024/mysql-ibm-cloud-connectivity-issue-from-nodejs-server,MySql IBM Cloud connectivity issue from Nodejs server
2102,/questions/53223947/outputting-objects-from-json-in-csv-file,Outputting objects from json in csv file
2103,/questions/53223874/storing-form-data-in-mongodb-design-question,Storing form data in MongoDB (Design Question)
2104,/questions/53223818/flow-javascript-class-properties-get-overwritten-with-undefined,Flow javascript class properties get overwritten with undefined
2105,/questions/53223802/is-there-a-framework-boilerplate-code-in-nodejs-which-is-structured-like-django,Is there a framework/boilerplate code in NodeJS which is structured like Django?
2106,/questions/53223709/request-data-return,Request Data Return [duplicate]
2107,/questions/53223575/get-javascript-array-from-object,get javascript array from object
2108,/questions/53223559/cannot-read-property-findall-of-undefined-sequelize-express-js,Cannot read property 'findAll' of undefined sequelize express JS
2109,/questions/53223472/is-it-possible-to-send-files-between-2-different-mqtt-brokers,Is it possible to send files between 2 different MQTT brokers?
2110,/questions/53223406/mocha-unit-testing-in-nodejs-for-a-aws-lambda-function-which-process-data-and-se,mocha unit testing in nodejs for a aws lambda function which process data and send to aws sqs queue
2111,/questions/53223292/appone-to-node-server-to-apptwo,AppOne to Node Server to AppTwo
2112,/questions/53223261/angular-4-project-ng-build-prod-fail,Angular 4 project ng build --prod fail
2113,/questions/53223243/return-statements-in-js,return statements in js [duplicate]
2114,/questions/53223182/place-node-modules-folder-in-separate-folder,place node_modules folder in separate folder
2115,/questions/53223173/webpack-4-using-nodejs-api-not-creating-vendors-chunk,webpack 4 using nodejs api - not creating vendors chunk
2116,/questions/53223155/mongoose-remove-single-object-from-array,Mongoose remove single object from array
2117,/questions/53222999/axios-basic-auth-not-working-with-get-request,Axios: Basic auth not working with GET request
2118,/questions/53222863/how-to-interpret-syntaxerror-unexpected-token-raisedat,"How to interpret SyntaxError: Unexpected token (?:?), raisedAt:?"
2119,/questions/53222859/mongoose-static-function-that-uses-find-returns-query-and-static-function-is,Mongoose static function that uses .find() returns query and static function is not a recognized
2120,/questions/53222832/node-js-cron-script-with-promises,Node JS cron script with Promises
2121,/questions/53222787/tape-test-exited-without-ending-error-with-asynchronous-foreach-loops,Tape “test exited without ending” error with asynchronous forEach loops
2122,https://networkengineering.stackexchange.com/questions/54776/connection-to-ap-after-what-stage-802-11b-protocol,"
                    connection to AP after what stage? 802.11b protocol
                "
2123,https://rpg.stackexchange.com/questions/135692/how-to-avoid-railroading-in-sci-fi-campaigns,"
                    How to avoid railroading in sci-fi campaigns
                "
2124,https://rpg.stackexchange.com/questions/135686/as-dm-how-do-i-deal-with-pcs-that-expect-everything-in-the-game-to-be-relevant,"
                    As DM, how do I deal with PCs that expect everything in the game to be relevant to the story?
                "
2125,https://worldbuilding.stackexchange.com/questions/130460/what-gas-can-i-use-to-incapacitate-pesky-heroes,"
                    What gas can I use to incapacitate pesky heroes?
                "
2126,https://english.stackexchange.com/questions/473261/short-blurb-style-wording-for-pizza-made-at-the-establishment,"
                    Short blurb-style wording for ""pizza made at the establishment""
                "
2127,https://security.stackexchange.com/questions/197720/my-work-requires-me-to-work-with-what-i-believe-to-be-a-very-insecure-website,"
                    My work requires me to work with (what I believe to be) a very insecure website, what to do?
                "
2128,https://retrocomputing.stackexchange.com/questions/8289/what-init-system-was-used-in-early-linux-distributions,"
                    What init system was used in early Linux distributions?
                "
2129,https://tex.stackexchange.com/questions/460349/making-diagrams,"
                    Making diagrams
                "
2130,https://judaism.stackexchange.com/questions/96976/how-old-were-rochel-and-leah-when-they-got-married-to-yaakov,"
                    How old were Rochel and Leah when they got married to Yaakov?
                "
2131,https://physics.stackexchange.com/questions/441384/is-this-news-article-about-quantum-radar-legit,"
                    Is this news article about quantum radar legit?
                "
2132,https://movies.stackexchange.com/questions/93880/why-does-homer-handle-a-rod-of-uranium-in-the-opening,"
                    Why does Homer handle a rod of uranium in the opening?
                "
2133,https://aviation.stackexchange.com/questions/57162/are-taxiways-numbered-in-a-predictable-order,"
                    Are taxiways numbered in a predictable order?
                "
2134,https://history.stackexchange.com/questions/49401/has-womens-suffrage-ever-decided-an-election,"
                    Has women's suffrage ever decided an election?
                "
2135,https://codegolf.stackexchange.com/questions/176010/strange-addition,"
                    Strange Addition
                "
2136,https://puzzling.stackexchange.com/questions/75323/a-name-that-everyone-knows,"
                    A Name That Everyone Knows
                "
2137,https://outdoors.stackexchange.com/questions/21063/can-a-van-be-used-for-sleeping-in-national-park-campgrounds-in-the-us,"
                    Can a van be used for sleeping in National Park campgrounds in the US?
                "
2138,https://security.stackexchange.com/questions/197817/defence-methods-against-tailgating,"
                    Defence methods against tailgating
                "
2139,https://arduino.stackexchange.com/questions/57925/generated-frequency-is-not-as-expected,"
                    Generated frequency is not as expected
                "
2140,https://aviation.stackexchange.com/questions/57157/what-are-the-considerations-for-coding-the-gps-before-engine-start-without-exter,"
                    What are the considerations for coding the GPS before engine start without external power?
                "
2141,https://tex.stackexchange.com/questions/460254/tikz-remove-space-around-nodes,"
                    TikZ - Remove space around nodes
                "
2142,https://math.stackexchange.com/questions/3001190/how-to-calculate-this-limit-without-lhopital-rule,"
                    How to calculate this limit without L'Hopital rule?
                "
2143,https://travel.stackexchange.com/questions/125721/what-are-these-stamps-in-my-passport-after-i-was-advised-to-divert-via-the-uk-bu,"
                    What are these stamps in my passport after I was advised to divert via the UK but didn't have a visa?
                "
2144,https://workplace.stackexchange.com/questions/122643/making-a-job-offer-to-a-candidate-while-privately-advising-them-to-decline,"
                    Making a job offer to a candidate while privately advising them to decline
                "
2145,https://diy.stackexchange.com/questions/150726/floor-joist-cracked,"
                    Floor Joist Cracked
                "
2146,/questions/53222678/connect-to-imap-server-via-proxy,Connect to IMAP server via proxy
2147,/questions/53222600/how-can-i-create-different-paths-in-an-url-for-a-website-and-for-each-path-cal,How can I “create” different paths in an url for a website and for each path call a different “status”?
2148,/questions/53222502/axios-nodejs-always-returns-500-internal-server-error,Axios - NodeJS Always returns 500 internal server error
2149,/questions/53222369/safely-store-smtp-password-in-a-docker-node-js-project,Safely store SMTP password in a Docker node.JS project
2150,/questions/53222251/add-a-domain-to-another-domain-seems-not-work-in-nodejs,Add a domain to another domain seems not work in nodejs
2151,/questions/53222232/mysql-error-at-call-back-function-in-nodejs,Mysql Error at call back function in nodejs
2152,/questions/53222225/eslint-config-rules-node,ESLint config rules - Node
2153,/questions/53222147/parser-any-site-sitemap-on-php-node-js,Parser any site sitemap on PHP/Node.js [duplicate]
2154,/questions/53222120/cant-push-array-in-function,Can't push array in function [duplicate]
2155,/questions/53221994/cwd-not-respected-when-spawning-node-child-process,cwd not respected when spawning Node child process
2156,/questions/53221936/how-do-i-crawl-web-pages-that-are-logged-in-node-js,How do I crawl web pages that are logged in node.js?
2157,/questions/53221793/how-to-stop-executing-default-drop-table-if-exists-in-sequelize-sync,How to stop Executing (default): DROP TABLE IF EXISTS in sequelize sync
2158,/questions/53221390/how-to-get-scroll-events-once-screen-passes-a-specific-point-or-jsx-tag,How to get scroll events once screen passes a specific point or jsx tag?
2159,/questions/53221357/get-terminal-response-and-store-it-as-a-variable-in-node-js,get terminal response and store it as a variable in node js
2160,/questions/53221322/unable-to-get-dynamic-database-name-in-gulp-tasks,Unable to get dynamic database name in gulp tasks
2161,/questions/53221268/i-want-to-save-encrypted-document-and-find-decrypted-document-is-it-possible,"I want to save encrypted document, and find decrypted document. is it possible?"
2162,/questions/53221241/use-custom-auth-service-with-oauth2-to-connect-to-loopback,Use custom auth service with OAuth2 to connect to loopback
2163,/questions/53221113/how-to-query-on-nested-object-using-loopback-model-query,How to query on nested object using loopback model query?
2164,/questions/53221077/nodejs-cookie-parser-do-not-save-data-in-cookie,NodeJs cookie-parser do not save data in cookie
2165,/questions/53221049/node-js-non-blocking-for-loop,node js non blocking for loop
2166,/questions/53221046/list-task-which-can-be-passed-to-separate-thread-for-node-js-server-environment,List task which can be passed to separate thread for node js server environment?
2167,/questions/53221045/load-env-environment-variables-when-running-npm-task,Load .env environment variables when running npm task
2168,/questions/53221010/populating-request-promise-uri-with-for-loop-index,Populating request promise uri with for loop index
2169,/questions/53220986/nodejs-web-push-on-public-server,Nodejs Web-push on public server
2170,/questions/53220975/node-js-function-runs-twice-when-called-once-on-promise-return,Node.Js function runs twice when called once on promise return
2171,/questions/53220839/node-js-crypto-how-to-know-key-and-iv-length-for-each-algorithm,Node.js crypto How to know Key and IV length for each algorithm
2172,/questions/53220778/socket-io-multiple-pages,Socket.io multiple pages
2173,/questions/53220576/nodejs-says-referenceerror-window-is-not-defined-with-jspdf,NodeJs says “ReferenceError: window is not defined” with jsPDF
2174,/questions/53220555/set-class-property-inside-function,Set class property inside function
2175,/questions/53220383/asserterror-expeced-to-be-called-once-but-was-called-0-times,AssertError: expeced to be called once but was called 0 times
2176,/questions/53220355/appendfile-is-replacing-the-content,appendFile is replacing the content
2177,/questions/53220350/how-to-forward-a-multipart-form-data-post-request-in-node-to-another-service,How to forward a multipart/form-data POST request in Node to another service
2178,/questions/53220284/removing-duplicates-from-array-is-only-returning-one-object,Removing duplicates from array is only returning one object
2179,/questions/53220156/signout-user-aws-cognito,signout user aws cognito
2180,/questions/53219903/sign-text-in-c-sharp-with-sha256,Sign text in C# with SHA256
2181,/questions/53219854/unable-to-install-sass-v4-10-after-run-the-command-ng-add-angular-pwa,Unable to install Sass v4.10 after run the command “ng add @angular/pwa”
2182,/questions/53219765/problem-in-printing-angle-brackets-using-the-xml-builder-node-module,Problem in printing angle brackets using the xml-builder node module
2183,/questions/53219709/docker-mysql-command-not-found-in-sh-file,"Docker, MySQL - command not found in .sh file"
2184,/questions/53219657/bitnami-https-over-express-server,Bitnami HTTPS over express server
2185,/questions/53219647/wp-api-node-got-wp-v2-posts-was-not-found-error,Wp api node got `/wp/v2/posts` was not found error
2186,/questions/53219561/how-to-fix-npm-run-serve-in-vue-js,How to fix npm run serve in vue js
2187,/questions/53219489/path-problems-how-do-i-load-my-react-app-through-an-express-route,Path problems: How do I load my react app through an Express route?
2188,/questions/53219440/json-on-the-command-line-with-jq-in-jenkins,JSON on the command line with jq in Jenkins
2189,/questions/53219339/undefined-node-js-return-value,undefined node js return value
2190,/questions/53219304/nodejs-update-an-object-with-returned-promise,NodeJS - Update an Object with returned Promise
2191,/questions/53219289/how-to-read-a-file-on-the-meteors-backend,How to read a file on the Meteor's backend?
2192,/questions/53219256/mongoose-node-js-one-to-many-relation-not-working,Mongoose/ Node js One to Many Relation Not Working
2193,/questions/53219251/npm-install-is-not-able-to-install-all-modules-and-it-hangs-halfway,NPM Install is not able to install all modules and it hangs halfway
2194,/questions/53219237/passport-js-password-reset-using-express-and-mongo,Passport js password reset Using Express and Mongo
2195,/questions/53219229/error-could-not-find-player-config-from-my-node-js-ytdl-core-discord-bot,“Error: Could not find player config” from my node.js ytdl-core discord bot?
2196,https://codegolf.stackexchange.com/questions/176048/quaternion-square-root,"
                    Quaternion square root
                "
2197,https://physics.stackexchange.com/questions/441019/why-do-bikes-hardly-ever-skid-while-braking-with-the-front-wheel,"
                    Why do bikes hardly ever skid while braking with the front wheel?
                "
